District Name,Question,Response,Week_End
Riverview School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Rochester School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Royal School District,Are you directly providing or funding child care for your community? ,No,18-Apr
San Juan Island School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Satsop School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Sedro-Woolley School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Selah School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Selkirk School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Sequim School District,Are you directly providing or funding child care for your community? ,Not yet,18-Apr
Shaw Island School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Shelton School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Skamania School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Skykomish School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Snohomish School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Snoqualmie Valley School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Soap Lake School District,Are you directly providing or funding child care for your community? ,No,18-Apr
South Kitsap School District,Are you directly providing or funding child care for your community? ,No,18-Apr
SouthWhidbey School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Southside School District,Are you directly providing or funding child care for your community? ,No,18-Apr
Spokane International Academy,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Spokane School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
Sprague School District,Are you directly providing or funding child care for your community? ,Yes,18-Apr
St. John School District,Are you directly providing or funding child care for your community? ,No,18-Apr
